,date,S199,S200,S332B,S332BN,S332C,S332D,S332DX1,S12A,S12B,S12C,S12D,S333,S333N,S334,S343A,S343B,S344,S356,S18C_S,S12A_T,S12C_T,S12D_T,S12B_T,S333_T,S334_H,NESRS1,NESRS2,NP205_rain,NP205_stage,P33_rain,P33_stage,NP205_PET,P33_PET,G620_water_level,SWEVER4_stage,TSH_stage,NP62_stage
0,10/16/2020,242.17,279.69,218.42,218.42,445.77,481.38,0,460,382,478,895,1177.66,54.37,0,0,0,111.33,451.26,289,10.09,10.1,10.12,10.03,7.98,8.24,7.75,7.94,2.28,6.925,0.106,7.133,2.09,2.09,5.92,2.92,3.03,4.04
1,10/17/2020,296.05,294.85,265.13,265.13,587.35,556.24,0,490,405,508,942,1496.92,54.37,0,0,0,115.62,531.02,274,10.16,10.16,10.18,10.17,8.47,8.33,7.85,7.96,0.01,7.025,0,7.133,3.87,3.87,5.97,2.95,3.08,4.05
2,10/18/2020,277.85,294.24,264.23,264.23,514.45,503.14,0,472,394,498,926,1459.37,54.37,0,0,0,119.9,454.09,252,10.12,10.13,10.15,10.13,8.28,8.32,7.89,7.98,0,7.008,0.088,7.138,3.51,3.51,5.98,2.93,3.06,4.05
3,10/19/2020,224.13,294.72,264.39,264.39,491.06,537.91,0,466,392,498,928,1406.97,54.37,0,0,0,124.18,399.97,227,10.11,10.12,10.14,10.12,8.27,8.32,7.95,8.02,0.11,6.986,0.256,7.167,1.98,1.98,5.98,2.91,3.05,4.06
4,10/20/2020,260.51,295.06,263.38,263.38,489.25,558.77,0,472,399,512,963,1198.68,54.37,0,0,0,128.46,488.76,276,10.12,10.15,10.18,10.13,7.96,8.36,7.98,8.06,0.37,6.977,0.678,7.195,1.27,1.27,5.99,2.9,3.06,4.11
5,10/21/2020,299.42,299.77,268.2,268.2,597.5,569.57,0,545,459,602,1180,2.73,54.37,0,0,0,132.74,533.05,1130,10.28,10.36,10.44,10.32,8.46,8.41,8.32,8.32,1.38,7.037,2.167,7.375,0.6,0.6,6.05,3.04,3.25,4.4
6,10/22/2020,299.28,300.42,249.94,249.94,632.25,569.49,0,582,484,628,1230,0,54.37,0,0,0,137.02,521.26,1490,10.35,10.41,10.49,10.38,8.28,8.39,8.37,8.32,0.05,7.075,0.159,7.496,2.39,2.39,6.08,3.18,3.4,4.66
7,10/23/2020,298.03,298.83,323.41,268.41,630.08,567.84,0,583,485,633,1230,0,54.37,0,0,0,141.31,530.23,1240,10.35,10.41,10.48,10.38,8.28,8.35,8.32,8.29,0,7.05,0,7.5,3.4,3.4,6.09,3.19,3.4,4.66
8,10/24/2020,297.71,297.73,473.25,264.12,628.48,568.9,0,583,489,640,1250,0,54.37,0,0,0,145.59,532.65,921,10.35,10.42,10.5,10.38,7.93,8.32,8.29,8.25,1.09,7.034,0.59,7.514,1.89,1.89,6.09,3.21,3.42,4.66
9,10/25/2020,298.12,298.6,534.53,267.67,627.89,567.7,0,595,498,654,1290,0,54.37,0,0,0,149.87,534.42,1070,10.38,10.44,10.53,10.4,8.47,8.33,8.31,8.27,0.1,7.075,0.326,7.586,1.98,1.98,6.13,3.26,3.5,4.68
10,10/26/2020,297.59,297.85,438.42,168.99,627.94,546.74,0,597,499,659,1300,0,54.37,0,0,0,154.15,533.96,981,10.38,10.44,10.53,10.4,8.27,8.31,8.28,8.24,0.07,7.032,0.317,7.577,3.18,3.18,6.12,3.29,3.49,4.67
11,10/27/2020,297.39,297.36,488.38,221.47,627.64,565.95,0,602,504,667,1310,0,54.37,0,0,0,158.43,532.53,838,10.39,10.45,10.54,10.41,8.29,8.27,8.26,8.22,0,7.011,0,7.578,3.74,3.74,6.13,3.27,3.47,4.69
12,10/28/2020,297.15,297,436.18,173.2,610.84,555.79,0,601,506,672,1320,0,54.37,0,0,0,162.89,518.22,663,10.39,10.45,10.54,10.41,7.92,8.24,8.23,8.19,0,6.995,0,7.551,3.64,3.64,6.13,3.21,3.42,4.66
13,10/29/2020,296.99,296.87,378.12,134.19,621.55,560.24,0,604,510,687,1330,0,54.37,0,0,0,167.9,512.72,503,10.39,10.45,10.54,10.41,8.47,8.22,8.2,8.16,1.06,7.013,0,7.527,3.36,3.36,6.13,3.16,3.38,4.62
14,10/30/2020,296.69,296.62,370.62,104.67,627.45,555.14,0,628,531,721,1370,0,54.37,0,0,0,172.7,528.15,401,10.43,10.49,10.57,10.45,8.26,8.19,8.16,8.13,0.34,7.078,0,7.504,3.31,3.31,6.12,3.13,3.33,4.58
15,10/31/2020,296.18,296.25,397.22,132.19,605.91,566.68,0,661,558,773,1440,0,54.37,0,0,0,177.48,527.15,368,10.49,10.55,10.64,10.52,8.26,8.17,8.15,8.11,0.03,7.065,0.185,7.51,3.18,3.18,6.13,3.14,3.3,4.55
16,11/1/2020,295.51,296.2,398.61,133.68,603.63,565.92,0,286,581,810,1470,0,54.37,0,0,0,182.26,531.62,358,9.66,10.58,10.66,10.57,7.9,8.17,8.15,8.11,0,7.035,0.106,7.503,2.62,2.62,6.13,3.1,3.28,4.53
17,11/2/2020,294.72,295.21,361.84,132.61,566.35,532.53,0,0,614,853,1510,0,54.37,0,0,0,186.7,531.7,282,8.85,10.62,10.69,10.64,8.46,8.15,8.14,8.09,0,7.012,0.018,7.519,2.13,2.13,6.15,3.07,3.26,4.54
18,11/3/2020,281.16,295.33,448.14,185.03,435.51,497.78,0,364,608,864,1510,0,54.37,0,167.34,167.97,188.93,526.15,263,9.71,10.61,10.69,10.63,8.27,8.1,8.11,8.04,0,6.989,0,7.489,3.61,3.61,6.14,3.03,3.22,4.5
19,11/4/2020,223.56,295.77,516.8,257.82,279.37,492.15,0,625,570,860,1500,0,54.37,0,328.21,353.38,190.75,531.46,258,10.41,10.57,10.66,10.51,8.26,8.08,8.08,8.01,0.03,6.963,0,7.467,2.95,2.95,6.13,2.99,3.18,4.46
20,11/5/2020,223.51,295.3,529.48,263.85,274.09,486.47,0,610,564,873,1510,0,54.37,0,310.28,339.93,192.56,531.54,257,10.38,10.56,10.67,10.48,7.89,8.08,8.07,8,0.09,6.949,0.07,7.463,2.32,2.32,6.13,2.97,3.16,4.43
21,11/6/2020,223.43,295.52,531.53,266.68,276.6,497.45,0,613,573,902,1550,0,54.37,0,304.15,337.1,194.38,531.78,245,10.38,10.58,10.69,10.5,8.47,8.09,8.07,8.01,0.37,6.957,0.132,7.468,2.56,2.56,6.13,2.96,3.15,4.41
22,11/7/2020,236.48,295.89,532.87,265.1,320.78,503.96,0,619,582,927,1570,0,54.37,0,301.27,334.86,196.2,531.69,263,10.39,10.59,10.71,10.5,8.28,8.09,8.09,8,0.96,7.028,1.788,7.54,1.25,1.25,6.16,2.96,3.15,4.4
23,11/8/2020,289.09,291.52,531.46,265.3,605.51,566.48,0,709,659,1020,1710,0,54.37,0,125.2,149.38,76.94,526.62,289,10.54,10.7,10.83,10.62,8.26,8.17,8.17,8.07,1.66,7.16,1.453,7.647,0.69,0.69,6.21,3.03,3.2,4.51
24,11/9/2020,164.64,231.2,537.63,268.68,592.02,565.34,0,963,854,1210,1960,0,54.37,0,0,0,0,535.45,1410,10.94,10.93,11.05,10.97,8.13,8.39,8.46,8.33,1.9,7.439,3.154,7.94,1.85,1.85,6.35,3.39,3.55,4.92
25,11/10/2020,303.22,303.97,532.42,268.53,630.15,557.01,0,1020,921,1300,2080,0,54.37,0,0,0,0,530.63,1490,11.02,11.02,11.14,11.03,8.47,8.44,8.48,8.33,0.09,7.52,0.299,7.957,1.66,1.66,6.34,3.4,3.55,4.97
26,11/11/2020,307.09,303.15,530.6,266.36,627.59,560.87,0,1060,968,1380,2180,0,54.37,0,0,0,0,537.21,1400,11.07,11.08,11.21,11.09,8.28,8.51,8.49,8.39,1.19,7.53,0.907,7.956,1.16,1.16,6.34,3.37,3.52,4.95
27,11/12/2020,306.69,302.95,534.59,266.02,629.25,569.79,0,1130,1070,1520,2360,0,54.37,0,216.78,221,128.83,325.87,1530,11.17,11.17,11.34,11.23,8.27,8.58,8.54,8.45,0.74,7.598,0.379,7.955,2.99,2.99,6.38,3.32,3.52,4.98
28,11/13/2020,307.29,303.95,536.3,269.4,628.88,569.79,0,1140,1110,1640,2470,0,54.37,0,428.25,467.17,246.66,0,1750,11.17,11.26,11.41,11.26,8.23,8.56,8.53,8.44,0,7.575,0,7.953,3.42,3.42,6.38,3.35,3.56,5.02
29,11/14/2020,306.69,304.55,532.63,270.89,631.8,567.52,0,1160,1140,1700,2510,12.6,54.37,0,425.47,467.32,245.74,0,1680,11.19,11.35,11.43,11.28,8.48,8.52,8.51,8.41,0.08,7.545,0.035,7.942,1.64,1.64,6.37,3.31,3.53,5.01
30,11/15/2020,287.69,304.11,538.49,269.32,564.98,567.89,0,1180,1170,1750,2550,52.88,54.37,0,233.83,474.86,244.82,0,1630,11.22,11.37,11.45,11.31,8.28,8.51,8.48,8.39,0,7.529,0,7.932,2.84,2.84,6.37,3.24,3.49,4.97
31,11/16/2020,230.12,303.33,535.86,268.07,603.54,555.57,0,1240,1220,1810,2600,68.28,78.71,0,0.41,501.09,243.9,21.86,1480,11.29,11.41,11.48,11.37,8.26,8.48,8.45,8.36,0,7.513,0,7.913,3.51,3.51,6.35,3.17,3.44,4.94
32,11/17/2020,267.16,303.17,529.58,263.82,627.12,567.16,0,1310,1280,1890,2670,83.62,79.24,0,0.42,508.91,242.98,251.71,1220,11.36,11.46,11.52,11.43,8.29,8.44,8.43,8.33,0,7.5,0,7.892,2.6,2.6,6.36,3.1,3.39,4.91
33,11/18/2020,307.23,303.94,531.25,268.48,624.72,558.89,0,1330,1300,1930,2700,84.34,78.92,0,0.43,516.35,242.06,532.7,750,11.39,11.46,11.53,11.44,8.48,8.4,8.41,8.31,0,7.501,0,7.874,2.95,2.95,6.36,3.05,3.35,4.87
34,11/19/2020,306.73,303.66,531.39,265.9,629.45,549.24,0,1350,1300,1920,2660,84.26,78.69,0,0.44,527.33,241.14,527.53,575,11.41,11.45,11.51,11.43,8.28,8.39,8.4,8.29,0,7.518,0,7.86,3.16,3.16,6.35,3.02,3.31,4.81
35,11/20/2020,306.41,305.11,535.13,267.54,627.99,567.55,0,1370,1320,1940,2680,84.82,79.12,0,0.44,532.25,240.23,525.8,721,11.43,11.47,11.53,11.46,8.26,8.4,8.4,8.28,0.07,7.548,0.097,7.853,3.23,3.23,6.36,3,3.28,4.77
36,11/21/2020,305.65,303.56,535.71,267.54,628.54,568.69,0,1370,1330,1950,2710,84.56,79.36,0,0.44,531.38,239.31,531.01,821,11.43,11.49,11.55,11.47,8.33,8.41,8.4,8.28,0.09,7.579,0.15,7.869,2.49,2.49,6.37,2.99,3.26,4.75
37,11/22/2020,306.07,304.52,466.43,267.64,599.66,567.66,0,1370,1330,1960,2710,84.92,79.49,0,0.44,530.98,238.39,531.01,1020,11.43,11.5,11.56,11.47,8.49,8.43,8.4,8.3,0.17,7.595,0.423,7.887,2.43,2.43,6.37,2.99,3.27,4.79
38,11/23/2020,304.69,303.8,531.83,268.04,608.63,557.77,0,1370,1340,1960,2730,85.62,78.26,0,0.44,529.18,237.47,515.54,970,11.43,11.51,11.58,11.49,8.28,8.44,8.42,8.31,0,7.602,0,7.904,1.85,1.85,6.37,2.98,3.26,4.87
39,11/24/2020,306.81,305.01,532.73,267.44,594.02,537.13,0,1370,1330,1950,2710,85.6,77.03,0,0.44,529.12,236.55,462.44,813,11.42,11.5,11.57,11.48,8.28,8.42,8.41,8.3,0,7.6,0,7.898,3.16,3.16,6.37,2.95,3.23,4.82
40,11/25/2020,306.79,304.61,533.58,267.64,624.14,566.57,0,1360,1320,1920,2670,85.47,75.8,0,0.44,527.51,235.63,322.71,811,11.41,11.48,11.54,11.46,8.36,8.41,8.41,8.29,0.05,7.612,0.141,7.9,1.08,1.08,6.37,2.93,3.22,4.78
41,11/26/2020,307.25,305.7,536.34,267.65,628.42,567.45,0,1340,1300,1900,2640,85.01,75.65,0,0.44,523.03,234.71,266.68,784,11.39,11.47,11.53,11.44,8.48,8.4,8.4,8.28,0,7.627,0,7.896,3.25,3.25,6.36,2.91,3.21,4.75
42,11/27/2020,307.25,305.22,534.94,267.77,628.74,568.15,0,1330,1290,1890,2620,84.78,75.58,0,0.43,519.97,233.79,266.59,605,11.37,11.46,11.52,11.43,8.26,8.39,8.39,8.27,0,7.63,0,7.886,3.1,3.1,6.36,2.89,3.19,4.72
43,11/28/2020,307.24,305.14,536.23,267.53,628.89,568.05,0,1310,1270,1870,2590,84.61,75.36,0,0.43,516.21,232.88,221.85,573,11.34,11.44,11.5,11.41,8.28,8.39,8.38,8.25,0,7.623,0,7.883,3.03,3.03,6.36,2.87,3.17,4.7
44,11/29/2020,307.06,304.72,535.1,267.68,628.42,568.06,0,1280,1250,1840,2550,84.45,75.23,0,0.43,511.2,231.96,133.39,574,11.31,11.42,11.48,11.38,8.38,8.38,8.37,8.24,0,7.617,0,7.88,2.93,2.93,6.35,2.86,3.15,4.68
45,11/30/2020,306.97,304.71,535.88,267.04,627.48,536.45,0,1260,1220,1810,2520,85.07,75.26,0,0.42,504.26,231.04,133.62,529,11.28,11.39,11.46,11.35,8.47,8.37,8.35,8.23,0.13,7.607,0.123,7.876,2.07,2.07,6.33,2.86,3.13,4.66
46,12/1/2020,307.1,304.61,528.53,263.57,627.17,569.04,0,1290,1260,1840,2550,89.67,76.73,0,0.43,200.08,230.12,133.44,552,11.32,11.42,11.49,11.39,8.24,8.34,8.35,8.21,0,7.59,0.009,7.865,3.44,3.44,6.34,2.85,3.12,4.65
47,12/2/2020,307.01,304.84,533.1,266.32,621.69,553.56,0,1310,1250,1810,2500,90.72,77.08,0,0.46,0,117.36,121.54,453,11.34,11.4,11.46,11.37,8.28,8.31,8.33,8.19,0,7.58,0,7.857,3.4,3.4,6.34,2.83,3.1,4.63
48,12/3/2020,307.02,304.56,533.63,267.21,628.11,569.89,0,1300,1230,1780,2450,88.59,76.61,0,0.46,0,0,133.42,376,11.32,11.37,11.43,11.35,8.41,8.29,8.31,8.19,0,7.572,0,7.852,3.12,3.12,6.33,2.82,3.09,4.61
49,12/4/2020,307.18,304.65,535.23,267.76,631.06,568.78,0,1280,1210,1760,2410,87.12,76.39,0,0.47,0,0,72.71,378,11.3,11.35,11.41,11.33,8.47,8.29,8.3,8.17,0,7.57,0,7.844,1.55,1.55,6.32,2.82,3.08,4.59
50,12/5/2020,307.9,305.18,514.77,247.73,631.22,568.11,0,1270,1200,1740,2390,85.94,75.93,0,0.47,0,0,65.83,375,11.28,11.34,11.4,11.32,8.22,8.29,8.29,8.15,0,7.567,0,7.84,2.8,2.8,6.32,2.82,3.07,4.58
51,12/6/2020,307.79,304.28,518.19,250.04,607.7,568.27,0,1260,1180,1730,2360,85.41,75.64,0,0.47,0,0,131.45,405,11.26,11.33,11.38,11.3,8.28,8.28,8.28,8.14,0,7.556,0,7.84,1.98,1.98,6.31,2.82,3.06,4.57
52,12/7/2020,307.91,303.88,537.06,268.88,546.14,568.77,0,1280,1210,1760,2420,86.66,76.14,0,0.46,0,0,210.66,461,11.29,11.36,11.43,11.34,8.44,8.32,8.31,8.16,0.77,7.593,0.414,7.867,1.96,1.96,6.33,2.83,3.08,4.57
53,12/8/2020,307.77,283.68,534.69,267.74,474.77,564.69,0,1280,1220,1760,2430,90.16,77.3,0,0.47,0,0,204.64,510,11.29,11.37,11.45,11.34,8.49,8.32,8.31,8.17,0,7.58,0,7.865,3.31,3.31,6.33,2.82,3.07,4.57
54,12/9/2020,307.05,302.63,533.49,267.2,487.65,570.76,0,1270,1200,1740,2390,91.66,78,0,0.47,0,0,69.16,489,11.28,11.35,11.42,11.32,8.21,8.3,8.29,8.15,0,7.555,0,7.858,3.36,3.36,6.32,2.82,3.06,4.56
55,12/10/2020,298.15,302.26,532.12,266.46,545.18,570.84,0,1260,1180,1710,2340,90.77,77.68,0,0.47,0,0,0,383,11.26,11.33,11.39,11.3,8.27,8.28,8.28,8.14,0,7.544,0,7.848,3.29,3.29,6.3,2.82,3.05,4.56
56,12/11/2020,295.77,301.28,531.5,266.18,626.23,567.9,0,1250,1170,1690,2320,89.14,77.16,0,0.47,0,150.36,0,273,11.25,11.31,11.37,11.28,8.45,8.26,8.27,8.14,0.03,7.54,0.018,7.842,2.06,2.06,6.3,2.82,3.05,4.56
57,12/12/2020,295.97,303.23,532.86,267.4,627.25,567.13,0,1260,1180,1690,2310,87.14,76.4,0,0.47,0,237.68,0.15,268,11.25,11.32,11.38,11.29,8.48,8.27,8.29,8.12,0.15,7.547,0.211,7.858,1.78,1.78,6.31,2.85,3.06,4.56
58,12/13/2020,296.87,303.23,533.02,265.4,627.85,566.42,0,1240,1160,1670,2270,85.39,75.75,0,0.47,0,234.1,0,253,11.23,11.3,11.35,11.27,8.19,8.27,8.29,8.12,0.01,7.56,0,7.864,2.86,2.86,6.3,2.86,3.06,4.56
59,12/14/2020,296.66,303.57,535.39,267.93,614.93,560.72,0,1210,1130,1640,2220,68.71,63.28,0,0.46,0,230.52,0,282,11.19,11.27,11.32,11.23,8.27,8.26,8.28,8.11,0,7.557,0,7.858,2.86,2.86,6.29,2.85,3.06,4.56
60,12/15/2020,296.73,303.85,490.52,261.01,565.14,568.14,0,1200,1110,1610,2190,54.95,52.33,0,0.46,0,226.94,0,249,11.17,11.24,11.29,11.21,8.47,8.25,8.26,8.11,0,7.54,0,7.848,2.86,2.86,6.29,2.85,3.06,4.56
61,12/16/2020,295.77,300.27,499.4,265.75,619.33,558.43,0,1160,1080,1580,2140,71.86,16.67,52.86,0.45,240.87,223.36,0,243,11.12,11.21,11.26,11.17,8.48,8.22,8.25,8.09,0,7.524,0,7.839,2.67,2.67,6.27,2.85,3.05,4.55
62,12/17/2020,295.61,296.69,513.17,265.98,593.63,568.44,0,1090,1030,1520,2090,153.6,0,142.42,165.53,473.93,219.78,0,265,11.04,11.17,11.23,11.11,8.2,8.2,8.24,8.07,0,7.503,0,7.825,2.47,2.47,6.26,2.84,3.05,4.54
63,12/18/2020,285.65,295.73,531.7,265.72,623.89,565.91,0,1040,998,1480,2060,210.04,0,215.69,393.25,438.29,216.41,0,225,10.96,11.14,11.21,11.07,8.27,8.15,8.21,8.07,0,7.471,0,7.806,3.14,3.14,6.26,2.83,3.03,4.53
64,12/19/2020,223.73,296.59,532.1,266.82,625.31,567.61,0,993,950,1420,2000,209.02,0,216.13,377.26,426.69,214.43,0,226,10.9,11.08,11.16,11.01,8.47,8.13,8.2,8.02,0,7.452,0,7.793,2.95,2.95,6.25,2.83,3.02,4.52
65,12/20/2020,223.7,297.93,533.98,267.26,623.95,567.66,0,961,906,1360,1940,252.22,0,262.53,365.73,419.64,212.7,0,269,10.85,11.03,11.11,10.95,8.48,8.11,8.18,8,0,7.437,0,7.781,2.99,2.99,6.23,2.83,3.02,4.5
66,12/21/2020,223.66,298.39,534.78,268.27,623.73,564.82,0,937,881,1320,1900,290.49,0,299.8,356.52,412.73,210.97,0,234,10.82,11,11.08,10.92,8.21,8.09,8.17,7.99,0,7.421,0,7.768,2.37,2.37,6.22,2.83,3.01,4.49
67,12/22/2020,249.6,302.34,464.59,266.75,626.25,547.47,0,920,863,1280,1870,353,0,359.69,348.72,404.85,209.23,0.01,201,10.79,10.98,11.06,10.9,8.28,8.06,8.15,7.97,0,7.395,0,7.754,2.99,2.99,6.21,2.82,3,4.48
68,12/23/2020,243.76,302.83,473.01,268.61,620.15,557.4,0,895,832,1240,1820,407,0,405.89,342.46,398.67,207.45,0,210,10.76,10.94,11.01,10.86,8.47,8.03,8.13,7.95,0,7.372,0,7.74,2.65,2.65,6.19,2.81,2.99,4.45
69,12/24/2020,223.61,303.45,535.15,267.11,628.04,569.17,0,867,798,1190,1770,412.86,0,404.71,334.09,392.43,205.6,0,245,10.71,10.9,10.97,10.81,8.47,8.04,8.12,7.94,0.06,7.36,0.185,7.732,2.54,2.54,6.18,2.81,2.99,4.44
70,12/25/2020,223.87,303.84,533.02,266.16,628.33,564.95,0,850,789,1170,1760,410.11,0,408.09,322.22,385.31,203.73,0,276,10.69,10.9,10.97,10.81,8.19,8.03,8.12,7.93,0.03,7.339,0,7.721,3.12,3.12,6.17,2.83,3,4.43
71,12/26/2020,223.88,304.56,532.02,267.2,626.65,568.51,0,828,761,1130,1720,402.66,0,408.27,318.83,378.51,201.87,0,235,10.65,10.86,10.93,10.77,8.28,8,8.1,7.91,0,7.311,0,7.701,3.07,3.07,6.15,2.82,2.98,4.42
72,12/27/2020,223.89,304.66,533.03,267.08,626.11,569.84,0,811,741,1090,1690,401.2,0,408.07,315.39,376.32,200,0,223,10.63,10.83,10.91,10.74,8.48,7.98,8.08,7.89,0,7.289,0,7.685,3.07,3.07,6.14,2.81,2.97,4.41
73,12/28/2020,223.82,304.39,533.16,266.2,625.53,547.42,0,797,721,1060,1650,442.67,0,444.22,312.42,374.67,198.14,0,200,10.6,10.8,10.88,10.72,8.47,7.95,8.06,7.87,0,7.27,0,7.678,3.2,3.2,6.14,2.8,2.97,4.4
74,12/29/2020,223.8,304.4,533.79,267.7,624.42,531.92,0,784,701,1020,1610,501.32,0,493.17,309.63,371.06,196.27,0,202,10.58,10.77,10.84,10.69,8.18,7.93,8.05,7.86,0,7.258,0,7.664,2.92,2.92,6.13,2.79,2.96,4.39
75,12/30/2020,223.66,264.97,529.98,265.09,625.61,568.19,0,771,679,987,1560,497.03,0,491.64,306.96,366.02,194.41,0,201,10.56,10.74,10.8,10.66,8.27,7.9,8.04,7.83,0,7.249,0,7.653,1.53,1.53,6.11,2.79,2.96,4.37
76,12/31/2020,224.01,225.54,533.81,266.33,625.85,567.58,0,752,652,945,1510,493.36,0,494.39,301.71,361.98,192.54,0,207,10.53,10.71,10.75,10.62,8.26,7.89,8.03,7.82,0,7.228,0,7.64,2.92,2.92,6.1,2.78,2.95,4.35
77,1/1/2021,264.38,7.12,536.27,266.67,630.57,459.45,141.53,731,629,915,1470,492.02,0,495.17,296.46,356.97,190.68,0,216,10.49,10.68,10.71,10.58,8.41,7.89,8.01,7.8,0,7.215,0,7.623,3.12,3.12,6.09,2.77,2.94,4.33
78,1/2/2021,225.75,0,529.62,261.79,622.81,566.49,234.02,712,612,892,1440,491.8,0,496.66,291.79,351.94,188.82,0,275,10.46,10.65,10.69,10.55,8.19,7.88,8,7.79,0,7.204,0,7.607,2.86,2.86,6.06,2.77,2.93,4.31
79,1/3/2021,225.69,0,530.1,262.78,624.46,567.96,233.25,693,596,872,1420,492.26,0,497.52,286.45,346.78,187.3,0,265,10.43,10.62,10.67,10.53,8.27,7.87,7.98,7.79,0,7.189,0,7.592,2.75,2.75,6.05,2.77,2.92,4.3
80,1/4/2021,225.72,0,530.76,263.36,626.29,452.94,176.94,682,586,846,1410,544.32,0,543.04,281.59,343.87,186.68,0,265,10.41,10.59,10.66,10.52,8.14,7.84,7.96,7.79,0,7.171,0,7.58,1.98,1.98,6.05,2.77,2.92,4.29
81,1/5/2021,225.77,0,400.59,157.09,626.68,441.1,120.63,667,572,808,1380,588.75,0,578.21,277.37,338.47,184.3,0,313,10.38,10.56,10.63,10.49,8.47,7.82,7.94,7.74,0,7.147,0,7.562,3.18,3.18,6.04,2.76,2.91,4.27
82,1/6/2021,225.78,0,517.11,250.24,613.35,444.95,121.55,649,557,775,1340,763.28,0,404.91,268.5,332.14,181.74,0,232,10.35,10.53,10.59,10.46,8.17,7.85,7.93,7.73,0,7.125,0,7.546,3.48,3.48,6.01,2.75,2.9,4.25
83,1/7/2021,225.76,0,522.07,267.09,628.52,443.81,121.7,627,534,726,1250,1357.17,0,81.06,262.18,327.2,179.3,0,211,10.31,10.46,10.49,10.4,8.28,8.06,7.92,7.73,0,7.107,0,7.533,3.21,3.21,6.01,2.75,2.89,4.24
84,1/8/2021,225.71,0,534.38,266.38,623.05,444.14,122.24,601,512,687,1180,1579.02,0,295.78,252.72,320.45,177.58,0,199,10.26,10.39,10.42,10.35,8.08,8.13,7.92,7.76,0,7.093,0,7.519,2.04,2.04,5.99,2.75,2.88,4.23
85,1/9/2021,225.67,0,533.05,265.49,628.51,443.13,122.56,581,497,662,1150,1589.16,0,294.12,243.69,312.91,175.98,0,192,10.22,10.36,10.38,10.31,8.45,8.16,7.93,7.8,0,7.074,0,7.501,3.03,3.03,5.97,2.74,2.87,4.21
86,1/10/2021,225.46,0,528.63,264.7,622.97,441.51,122.91,561,481,635,1110,1591.9,0,292.06,235.37,303.99,174.38,0,183,10.18,10.32,10.34,10.27,8.18,8.18,7.95,7.83,0,7.055,0,7.482,2.97,2.97,5.96,2.73,2.86,4.2
87,1/11/2021,225.3,0,526.43,265.39,619.58,439.91,122.99,543,463,605,1070,1599.11,0.1,290.82,225.49,298.93,172.78,0,203,10.14,10.27,10.3,10.22,8.26,8.22,7.97,7.86,0,7.048,0,7.466,2.15,2.15,5.95,2.72,2.85,4.18
88,1/12/2021,225.29,0,497.4,260.26,621.95,442.25,123.33,529,450,583,1040,1589.7,0,289.32,216.87,294.21,171.18,0,179,10.11,10.24,10.26,10.19,8.02,8.24,7.99,7.89,0,7.037,0,7.457,0.75,0.75,5.93,2.72,2.84,4.17
89,1/13/2021,225.31,0,519.98,260.44,565.88,436.85,123.57,520,443,568,1030,1573.94,0,247.2,210.95,289.17,169.58,0,175,10.1,10.23,10.25,10.17,8.44,8.27,8.01,7.92,0.69,7.032,0.062,7.444,2.02,2.02,5.92,2.71,2.84,4.16
90,1/14/2021,225.49,0,531.99,264.79,628.42,440.32,124.46,522,444,564,1040,1566.98,0,239.89,210.03,287.47,167.98,0,192,10.1,10.24,10.26,10.19,8.18,8.3,8.04,7.97,0.06,7.068,0.159,7.451,1.78,1.78,5.92,2.73,2.86,4.16
91,1/15/2021,258.41,0,532.37,265.51,621.95,443.18,124.18,506,427,536,995,1585.55,0,234.8,206.92,283.65,166.38,0,181,10.07,10.19,10.21,10.15,8.26,8.32,8.05,7.99,0.01,7.045,0,7.438,3.01,3.01,5.91,2.73,2.85,4.15
92,1/16/2021,296.87,0,535.17,267.48,628.24,442.51,124.35,485,411,512,963,1601.37,0,244.33,196.8,278.03,164.78,0,192,10.02,10.15,10.17,10.1,7.98,8.35,8.06,8,0,7.025,0,7.422,2.78,2.78,5.89,2.72,2.83,4.14
93,1/17/2021,296.59,0,527.81,264.16,628.18,441.6,124.64,470,397,488,932,1585.02,0,273.25,192.37,270.44,163.18,0,175,9.99,10.11,10.13,10.06,8.42,8.33,8.06,8.01,0,7.004,0,7.406,2.09,2.09,5.88,2.71,2.82,4.12
94,1/18/2021,296.49,0,527.34,263.89,622.74,439.46,124.44,459,386,469,906,1582.19,0,261.22,185.14,266.78,161.58,0,171,9.96,10.08,10.1,10.03,8.19,8.34,8.06,8.02,0.01,6.988,0,7.395,2.37,2.37,5.87,2.71,2.81,4.11
95,1/19/2021,296.27,0,525.4,264,623.99,430.34,123.82,449,377,452,887,1538.57,2.55,275.81,178.75,264.61,159.98,0,160,9.94,10.06,10.08,10.01,8.28,8.33,8.06,8.03,0,6.974,0,7.383,3.46,3.46,5.85,2.7,2.8,4.1
96,1/20/2021,295.34,0,530.08,265.22,602.88,402.44,122.77,442,373,453,940,597.01,0,152.15,179.02,261.32,153.36,0,159,9.92,10.08,10.15,10.01,7.96,8.27,8.06,8.03,0,6.959,0,7.369,3.33,3.33,5.84,2.69,2.79,4.07
97,1/21/2021,295.89,0,525.55,264.4,598.6,443.19,125.83,446,380,467,1010,0,9.06,63.09,180.86,262.72,147.33,2.41,188,9.93,10.14,10.25,10.04,8.42,8.14,8.05,7.99,0,6.945,0,7.36,3.48,3.48,5.83,2.69,2.78,4.06
